TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
ORL,01/09/2018,ORL @ DAL,L,239,99,36,79,45.6,11,29,37.9,16,22,72.7,9,32,41,27,2,4,13,23,-15
ORL,01/06/2018,ORL vs. CLE,L,241,127,49,98,50,14,37,37.8,15,22,68.2,14,32,46,29,5,2,19,28,-4
ORL,01/03/2018,ORL vs. HOU,L,239,98,35,91,38.5,6,31,19.4,22,25,88,9,39,48,16,7,3,12,19,-18
ORL,01/01/2018,ORL @ BKN,L,241,95,35,96,36.5,6,31,19.4,19,25,76,19,33,52,16,5,5,12,18,-3
ORL,12/30/2017,ORL vs. MIA,L,241,111,44,81,54.3,12,27,44.4,11,15,73.3,9,28,37,31,2,9,12,20,-6
ORL,12/28/2017,ORL vs. DET,W,240,102,37,82,45.1,11,26,42.3,17,17,100,9,39,48,22,10,3,18,17,13
ORL,12/26/2017,ORL @ MIA,L,243,89,33,81,40.7,5,20,25,18,22,81.8,10,32,42,14,8,5,17,20,-18
ORL,12/23/2017,ORL @ WAS,L,241,103,42,87,48.3,8,26,30.8,11,17,64.7,4,24,28,17,7,3,12,22,-27
ORL,12/22/2017,ORL vs. NOP,L,241,97,36,85,42.4,4,20,20,21,29,72.4,10,30,40,16,7,2,14,19,-14
ORL,12/20/2017,ORL @ CHI,L,238,94,35,89,39.3,5,27,18.5,19,23,82.6,6,29,35,23,5,1,9,15,-18
ORL,12/17/2017,ORL @ DET,L,239,110,41,85,48.2,17,33,51.5,11,17,64.7,8,32,40,27,6,4,16,16,-4
ORL,12/15/2017,ORL vs. POR,L,241,88,32,84,38.1,10,29,34.5,14,19,73.7,8,37,45,15,7,3,15,18,-10
ORL,12/13/2017,ORL vs. LAC,L,240,95,37,88,42,9,27,33.3,12,21,57.1,7,38,45,24,6,6,12,13,-11
ORL,12/09/2017,ORL @ ATL,L,240,110,45,92,48.9,13,34,38.2,7,8,87.5,10,29,39,39,7,2,12,24,-7
ORL,12/08/2017,ORL vs. DEN,L,240,89,33,83,39.8,5,21,23.8,18,23,78.3,11,31,42,18,5,7,14,17,-14
ORL,12/06/2017,ORL vs. ATL,W,265,110,46,98,46.9,6,28,21.4,12,18,66.7,13,39,52,17,9,7,16,23,4
ORL,12/04/2017,ORL @ CHA,L,238,94,36,82,43.9,10,32,31.3,12,14,85.7,5,35,40,24,5,5,20,30,-10
ORL,12/03/2017,ORL @ NYK,W,239,105,37,82,45.1,6,28,21.4,25,29,86.2,8,34,42,19,8,3,10,11,5
ORL,12/01/2017,ORL vs. GSW,L,239,112,44,96,45.8,11,28,39.3,13,18,72.2,13,22,35,23,9,4,14,15,-21
ORL,11/29/2017,ORL vs. OKC,W,240,121,45,76,59.2,13,30,43.3,18,26,69.2,2,35,37,28,9,7,13,22,13
ORL,11/27/2017,ORL @ IND,L,239,109,40,92,43.5,16,41,39,13,16,81.3,10,25,35,22,4,9,14,23,-12
ORL,11/25/2017,ORL @ PHI,L,240,111,39,86,45.3,12,31,38.7,21,31,67.7,7,34,41,22,8,5,9,17,-19
ORL,11/24/2017,ORL @ BOS,L,241,103,41,95,43.2,9,24,37.5,12,19,63.2,16,35,51,21,6,4,12,16,-15
ORL,11/22/2017,ORL @ MIN,L,240,118,46,91,50.5,12,37,32.4,14,22,63.6,7,37,44,28,4,4,14,31,-6
ORL,11/20/2017,ORL vs. IND,L,239,97,35,84,41.7,13,38,34.2,14,23,60.9,11,39,50,23,6,7,22,20,-8
ORL,11/18/2017,ORL vs. UTA,L,241,85,31,81,38.3,8,29,27.6,15,23,65.2,11,35,46,13,10,5,16,20,-40
ORL,11/15/2017,ORL @ POR,L,239,94,37,79,46.8,11,29,37.9,9,9,100,7,34,41,19,6,4,15,16,-5
ORL,11/13/2017,ORL @ GSW,L,239,100,37,88,42,10,32,31.3,16,18,88.9,4,31,35,26,10,3,11,18,-10
ORL,11/11/2017,ORL @ DEN,L,239,107,41,87,47.1,11,31,35.5,14,20,70,8,28,36,24,7,5,12,19,-18
ORL,11/10/2017,ORL @ PHX,W,240,128,43,82,52.4,13,28,46.4,29,43,67.4,7,37,44,29,8,5,18,20,16
ORL,11/08/2017,ORL vs. NYK,W,241,112,43,80,53.8,13,28,46.4,13,22,59.1,6,23,29,31,16,7,12,15,13
ORL,11/05/2017,ORL vs. BOS,L,240,88,33,91,36.3,6,29,20.7,16,18,88.9,10,35,45,18,4,4,13,19,-16
ORL,11/03/2017,ORL vs. CHI,L,240,83,35,86,40.7,10,35,28.6,3,5,60,7,31,38,23,6,2,16,11,-22
ORL,11/01/2017,ORL @ MEM,W,238,101,38,75,50.7,13,29,44.8,12,14,85.7,6,32,38,25,6,8,24,22,2
ORL,10/30/2017,ORL @ NOP,W,239,115,43,85,50.6,16,34,47.1,13,18,72.2,6,37,43,27,10,1,16,19,3
ORL,10/29/2017,ORL @ CHA,L,240,113,41,97,42.3,11,33,33.3,20,26,76.9,9,30,39,28,11,4,11,20,-7
ORL,10/27/2017,ORL vs. SAS,W,239,114,48,84,57.1,11,23,47.8,7,14,50,6,39,45,22,9,7,17,24,27
ORL,10/24/2017,ORL vs. BKN,W,241,125,41,83,49.4,8,23,34.8,35,40,87.5,6,38,44,20,8,5,11,23,4
ORL,10/21/2017,ORL @ CLE,W,238,114,40,90,44.4,17,35,48.6,17,20,85,12,38,50,28,7,6,12,28,21
ORL,10/20/2017,ORL @ BKN,L,240,121,45,89,50.6,18,33,54.5,13,15,86.7,9,31,40,30,9,3,22,27,-5
ORL,10/18/2017,ORL vs. MIA,W,240,116,43,90,47.8,8,21,38.1,22,29,75.9,11,39,50,22,8,9,14,18,7
PHI,04/11/2018,PHI vs. MIL,W,240,130,52,105,49.5,15,36,41.7,11,15,73.3,17,40,57,35,15,7,12,17,35
PHI,04/10/2018,PHI @ ATL,W,238,121,43,87,49.4,17,37,45.9,18,30,60,11,43,54,29,7,8,18,22,8
PHI,04/08/2018,PHI vs. DAL,W,239,109,46,91,50.5,8,27,29.6,9,14,64.3,9,43,52,32,9,4,10,19,12
PHI,04/06/2018,PHI vs. CLE,W,239,132,50,101,49.5,14,39,35.9,18,21,85.7,11,33,44,35,11,7,12,23,2
PHI,04/04/2018,PHI @ DET,W,240,115,44,89,49.4,13,30,43.3,14,19,73.7,7,37,44,32,11,3,13,17,7
PHI,04/03/2018,PHI vs. BKN,W,238,121,50,91,54.9,9,21,42.9,12,18,66.7,7,48,55,28,10,10,10,22,26
PHI,04/01/2018,PHI @ CHA,W,239,119,48,94,51.1,14,32,43.8,9,10,90,7,37,44,36,15,5,14,24,17
PHI,03/30/2018,PHI @ ATL,W,241,101,42,95,44.2,8,38,21.1,9,13,69.2,9,44,53,34,10,6,15,18,10
PHI,03/28/2018,PHI vs. NYK,W,240,118,45,98,45.9,9,31,29,19,27,70.4,14,44,58,34,9,3,12,19,17
PHI,03/26/2018,PHI vs. DEN,W,241,123,46,91,50.5,13,29,44.8,18,25,72,14,39,53,35,6,6,17,28,19
PHI,03/24/2018,PHI vs. MIN,W,240,120,42,88,47.7,13,37,35.1,23,36,63.9,7,44,51,33,9,10,15,29,12
PHI,03/22/2018,PHI @ ORL,W,240,118,42,89,47.2,15,37,40.5,19,24,79.2,11,45,56,30,7,5,16,15,20
PHI,03/21/2018,PHI vs. MEM,W,241,119,46,84,54.8,11,31,35.5,16,20,80,4,34,38,32,8,4,14,21,14
PHI,03/19/2018,PHI vs. CHA,W,240,108,42,93,45.2,18,44,40.9,6,8,75,17,43,60,30,5,6,15,22,14
PHI,03/16/2018,PHI vs. BKN,W,241,120,43,95,45.3,12,27,44.4,22,26,84.6,13,29,42,30,9,3,5,21,4
PHI,03/15/2018,PHI @ NYK,W,241,118,41,91,45.1,15,37,40.5,21,34,61.8,19,34,53,29,8,3,14,21,8
PHI,03/13/2018,PHI vs. IND,L,240,98,35,75,46.7,10,30,33.3,18,22,81.8,7,41,48,24,3,7,21,25,-3
PHI,03/11/2018,PHI @ BKN,W,241,120,50,95,52.6,9,26,34.6,11,18,61.1,12,36,48,33,12,7,9,19,23
PHI,03/08/2018,PHI @ MIA,L,239,99,34,86,39.5,15,37,40.5,16,21,76.2,9,37,46,28,9,4,18,20,-9
PHI,03/06/2018,PHI @ CHA,W,241,128,50,87,57.5,16,33,48.5,12,15,80,10,34,44,35,6,4,14,20,14
PHI,03/04/2018,PHI @ MIL,L,239,110,39,70,55.7,14,28,50,18,22,81.8,6,26,32,26,4,9,26,24,-8
PHI,03/02/2018,PHI vs. CHA,W,240,110,41,81,50.6,9,24,37.5,19,25,76,7,39,46,27,4,5,11,22,11
PHI,03/01/2018,PHI @ CLE,W,240,108,40,90,44.4,10,30,33.3,18,27,66.7,14,40,54,22,4,5,9,20,11
PHI,02/27/2018,PHI @ MIA,L,239,101,35,84,41.7,12,31,38.7,19,23,82.6,10,34,44,25,10,3,23,24,-1
PHI,02/25/2018,PHI @ WAS,L,242,94,31,86,36,9,33,27.3,23,31,74.2,17,26,43,24,13,3,15,16,-15
PHI,02/24/2018,PHI vs. ORL,W,240,116,42,81,51.9,9,27,33.3,23,27,85.2,9,36,45,31,5,4,14,16,11
PHI,02/22/2018,PHI @ CHI,W,240,116,42,82,51.2,11,29,37.9,21,35,60,8,33,41,25,7,5,9,17,1
PHI,02/14/2018,PHI vs. MIA,W,240,104,39,92,42.4,9,35,25.7,17,25,68,23,37,60,25,6,2,17,23,2
PHI,02/12/2018,PHI vs. NYK,W,240,108,41,75,54.7,10,19,52.6,16,24,66.7,7,30,37,27,13,6,17,22,16
PHI,02/10/2018,PHI vs. LAC,W,240,112,43,90,47.8,13,33,39.4,13,17,76.5,6,39,45,32,12,8,12,18,14
PHI,02/09/2018,PHI vs. NOP,W,239,100,39,93,41.9,14,34,41.2,8,9,88.9,8,50,58,26,10,4,15,16,18
PHI,02/06/2018,PHI vs. WAS,W,240,115,45,82,54.9,14,28,50,11,14,78.6,12,33,45,27,9,4,17,14,13
PHI,02/03/2018,PHI @ IND,L,241,92,33,87,37.9,10,32,31.3,16,24,66.7,15,34,49,21,8,2,18,21,-8
PHI,02/02/2018,PHI vs. MIA,W,240,103,42,85,49.4,8,24,33.3,11,15,73.3,9,30,39,28,9,4,10,23,6
PHI,01/31/2018,PHI @ BKN,L,240,108,36,76,47.4,7,18,38.9,29,34,85.3,6,27,33,17,7,5,8,21,-8
PHI,01/29/2018,PHI @ MIL,L,239,95,36,82,43.9,2,26,7.7,21,23,91.3,10,33,43,22,5,4,14,17,-12
PHI,01/28/2018,PHI @ OKC,L,240,112,38,76,50,11,29,37.9,25,31,80.6,12,28,40,19,7,5,14,26,-10
PHI,01/26/2018,PHI @ SAS,W,240,97,38,79,48.1,9,21,42.9,12,18,66.7,12,38,50,23,5,4,9,20,19
PHI,01/24/2018,PHI vs. CHI,W,241,115,42,81,51.9,16,32,50,15,20,75,6,42,48,31,6,7,14,20,14
PHI,01/22/2018,PHI @ MEM,L,240,101,32,71,45.1,14,31,45.2,23,31,74.2,16,32,48,21,2,4,23,28,-4
PHI,01/20/2018,PHI vs. MIL,W,240,116,45,85,52.9,10,25,40,16,19,84.2,11,34,45,32,9,4,16,18,22
PHI,01/18/2018,PHI @ BOS,W,241,89,34,73,46.6,6,17,35.3,15,17,88.2,8,33,41,18,10,5,22,20,9
PHI,01/15/2018,PHI vs. TOR,W,241,117,40,81,49.4,6,25,24,31,38,81.6,10,38,48,22,8,9,21,28,6
PHI,01/11/2018,PHI vs. BOS,L,240,103,38,82,46.3,11,28,39.3,16,18,88.9,3,34,37,20,12,4,19,19,-11
PHI,01/05/2018,PHI vs. DET,W,239,114,44,90,48.9,14,30,46.7,12,13,92.3,13,42,55,29,5,4,12,17,36
PHI,01/03/2018,PHI vs. SAS,W,240,112,36,80,45,7,22,31.8,33,43,76.7,13,32,45,23,10,5,13,21,6
PHI,12/31/2017,PHI @ PHX,W,240,123,43,77,55.8,10,24,41.7,27,34,79.4,11,33,44,24,11,7,21,32,13
PHI,12/30/2017,PHI @ DEN,W,240,107,45,93,48.4,8,24,33.3,9,10,90,7,34,41,34,6,3,13,25,5
PHI,12/28/2017,PHI @ POR,L,240,110,42,87,48.3,16,32,50,10,14,71.4,5,32,37,28,8,2,13,26,-4
PHI,12/25/2017,PHI @ NYK,W,239,105,35,82,42.7,10,28,35.7,25,30,83.3,12,36,48,21,7,7,15,22,7
PHI,12/23/2017,PHI @ TOR,L,242,86,33,80,41.3,7,27,25.9,13,20,65,7,34,41,19,10,7,22,23,-16
PHI,12/21/2017,PHI vs. TOR,L,240,109,45,86,52.3,9,29,31,10,14,71.4,13,27,40,27,14,6,23,27,-5
PHI,12/19/2017,PHI vs. SAC,L,239,95,34,81,42,10,35,28.6,17,24,70.8,13,40,53,21,7,6,19,19,-6
PHI,12/18/2017,PHI @ CHI,L,240,115,44,91,48.4,14,33,42.4,13,18,72.2,9,38,47,30,9,8,20,23,-2
PHI,12/15/2017,PHI vs. OKC,L,317,117,44,100,44,13,46,28.3,16,20,80,7,43,50,35,13,4,19,20,-2
PHI,12/12/2017,PHI @ MIN,W,265,118,40,80,50,11,26,42.3,27,32,84.4,7,45,52,32,6,3,24,18,6
PHI,12/10/2017,PHI @ NOP,L,240,124,44,96,45.8,9,29,31,27,30,90,22,25,47,26,5,4,17,29,-7
PHI,12/09/2017,PHI @ CLE,L,240,98,37,78,47.4,11,33,33.3,13,13,100,7,32,39,31,10,2,19,21,-7
PHI,12/07/2017,PHI vs. LAL,L,240,104,39,81,48.1,10,26,38.5,16,21,76.2,7,37,44,29,3,13,18,26,-3
PHI,12/04/2017,PHI vs. PHX,L,240,101,39,91,42.9,7,30,23.3,16,16,100,13,34,47,23,9,6,14,22,-14
PHI,12/02/2017,PHI vs. DET,W,242,108,35,86,40.7,10,28,35.7,28,32,87.5,17,30,47,27,7,4,17,24,5
PHI,11/30/2017,PHI @ BOS,L,241,97,35,84,41.7,16,32,50,11,18,61.1,15,30,45,24,11,1,19,22,-11
PHI,11/29/2017,PHI vs. WAS,W,240,118,37,81,45.7,3,18,16.7,41,64,64.1,21,43,64,23,6,8,17,27,5
PHI,11/27/2017,PHI vs. CLE,L,240,91,36,96,37.5,3,28,10.7,16,20,80,22,31,53,15,6,2,12,18,-22
PHI,11/25/2017,PHI vs. ORL,W,242,130,48,95,50.5,16,34,47.1,18,20,90,11,42,53,35,7,2,11,22,19
PHI,11/22/2017,PHI vs. POR,W,240,101,39,90,43.3,11,32,34.4,12,17,70.6,11,46,57,23,12,8,18,21,20
PHI,11/20/2017,PHI vs. UTA,W,239,107,44,85,51.8,4,15,26.7,15,22,68.2,9,46,55,20,11,7,19,18,21
PHI,11/18/2017,PHI vs. GSW,L,239,116,47,97,48.5,10,29,34.5,12,16,75,11,29,40,28,8,5,11,22,-8
PHI,11/15/2017,PHI @ LAL,W,241,115,42,86,48.8,7,32,21.9,24,30,80,8,44,52,27,7,15,16,19,6
PHI,11/13/2017,PHI @ LAC,W,239,109,38,77,49.4,7,32,21.9,26,35,74.3,10,41,51,27,9,2,20,26,4
PHI,11/11/2017,PHI @ GSW,L,240,114,44,94,46.8,12,28,42.9,14,20,70,13,25,38,30,10,2,19,19,-21
PHI,11/09/2017,PHI @ SAC,L,242,108,37,87,42.5,15,37,40.5,19,27,70.4,13,43,56,23,6,5,17,28,1
PHI,11/07/2017,PHI @ UTA,W,240,104,34,81,42,12,27,44.4,24,30,80,8,48,56,23,5,6,22,34,7
PHI,11/03/2017,PHI vs. IND,W,240,121,46,92,50,18,36,50,11,14,78.6,12,38,50,34,7,9,18,20,11
PHI,11/01/2017,PHI vs. ATL,W,240,119,46,99,46.5,13,35,37.1,14,25,56,15,38,53,36,10,4,16,26,10
PHI,10/30/2017,PHI @ HOU,W,240,115,44,80,55,10,24,41.7,17,24,70.8,7,41,48,27,10,4,19,31,8
PHI,10/28/2017,PHI @ DAL,W,240,112,43,87,49.4,16,35,45.7,10,14,71.4,11,31,42,25,10,1,13,21,10.6
PHI,10/25/2017,PHI vs. HOU,L,240,104,43,97,44.3,12,36,33.3,6,10,60,12,31,43,29,14,7,14,19,-1
PHI,10/23/2017,PHI @ DET,W,242,97,35,75,46.7,9,24,37.5,18,24,75,8,41,49,25,11,0,21,24,13.2
PHI,10/21/2017,PHI @ TOR,L,239,94,32,82,39,8,24,33.3,22,36,61.1,8,33,41,18,5,4,20,26,-34
PHI,10/20/2017,PHI vs. BOS,L,239,92,35,92,38,10,32,31.3,12,16,75,14,33,47,20,7,4,16,30,-10
PHI,10/18/2017,PHI @ WAS,L,240,115,43,93,46.2,15,35,42.9,14,19,73.7,11,37,48,25,6,6,17,28,-5
PHX,04/10/2018,PHX @ DAL,W,240,124,48,76,63.2,13,26,50,15,21,71.4,5,41,46,35,5,6,14,16,27
PHX,04/08/2018,PHX vs. GSW,L,240,100,39,92,42.4,10,35,28.6,12,16,75,8,36,44,24,4,0,13,16,-17
PHX,04/06/2018,PHX vs. NOP,L,239,103,37,94,39.4,9,33,27.3,20,26,76.9,12,36,48,20,8,4,14,18,-19
PHX,04/03/2018,PHX vs. SAC,W,239,97,35,77,45.5,6,17,35.3,21,33,63.6,6,46,52,18,6,5,14,22,3
PHX,04/01/2018,PHX @ GSW,L,242,107,41,90,45.6,11,31,35.5,14,16,87.5,9,33,42,26,8,4,15,12,-10
PHX,03/30/2018,PHX @ HOU,L,241,103,41,84,48.8,12,32,37.5,9,13,69.2,8,38,46,23,8,5,17,21,-1
PHX,03/28/2018,PHX vs. LAC,L,239,99,38,88,43.2,10,34,29.4,13,18,72.2,9,30,39,17,13,4,14,20,-12
PHX,03/26/2018,PHX vs. BOS,L,239,94,36,81,44.4,12,35,34.3,10,19,52.6,11,36,47,18,8,5,15,18,-8
PHX,03/24/2018,PHX @ ORL,L,239,99,36,89,40.4,7,29,24.1,20,26,76.9,10,31,41,21,14,2,14,22,-6
PHX,03/23/2018,PHX @ CLE,L,239,95,38,87,43.7,7,28,25,12,20,60,7,29,36,24,9,4,17,23,-25
PHX,03/20/2018,PHX vs. DET,L,239,88,34,90,37.8,7,34,20.6,13,20,65,12,37,49,22,1,8,19,16,-27
PHX,03/17/2018,PHX vs. GSW,L,240,109,39,82,47.6,11,24,45.8,20,29,69,9,33,42,22,8,5,19,19,-15
PHX,03/15/2018,PHX @ UTA,L,241,88,32,83,38.6,7,16,43.8,17,24,70.8,9,42,51,14,4,4,22,25,-28
PHX,03/13/2018,PHX vs. CLE,L,240,107,38,98,38.8,6,32,18.8,25,30,83.3,11,36,47,17,10,2,18,21,-22
PHX,03/10/2018,PHX @ CHA,L,241,115,42,83,50.6,18,32,56.3,13,19,68.4,5,30,35,27,9,3,14,25,-7
PHX,03/08/2018,PHX @ OKC,L,241,87,31,92,33.7,9,37,24.3,16,18,88.9,7,36,43,15,9,4,13,25,-28
PHX,03/05/2018,PHX @ MIA,L,239,103,42,87,48.3,10,24,41.7,9,18,50,12,28,40,21,3,2,17,20,-22
PHX,03/04/2018,PHX @ ATL,L,238,112,46,92,50,11,26,42.3,9,15,60,5,36,41,33,6,6,14,19,-1
PHX,03/02/2018,PHX vs. OKC,L,241,116,46,96,47.9,11,25,44,13,18,72.2,13,31,44,26,5,12,13,25,-8
PHX,02/28/2018,PHX @ MEM,W,240,110,38,83,45.8,6,21,28.6,28,38,73.7,8,39,47,19,12,6,16,28,8
PHX,02/26/2018,PHX @ NOP,L,241,116,42,97,43.3,7,24,29.2,25,32,78.1,14,37,51,23,9,5,14,33,-9
PHX,02/24/2018,PHX vs. POR,L,239,104,39,87,44.8,11,26,42.3,15,21,71.4,6,45,51,23,5,10,13,24,-2
PHX,02/23/2018,PHX vs. LAC,L,240,117,45,103,43.7,9,31,29,18,31,58.1,16,32,48,22,12,5,10,25,-11
PHX,02/14/2018,PHX @ UTA,L,241,97,34,79,43,12,29,41.4,17,24,70.8,5,36,41,19,5,6,12,25,-10
PHX,02/12/2018,PHX @ GSW,L,240,83,33,95,34.7,3,23,13,14,22,63.6,15,32,47,13,2,3,15,17,-46
PHX,02/10/2018,PHX vs. DEN,L,240,113,46,84,54.8,7,19,36.8,14,25,56,8,28,36,24,7,9,15,24,-10
PHX,02/07/2018,PHX vs. SAS,L,241,81,33,97,34,3,32,9.4,12,18,66.7,11,33,44,15,8,4,11,23,-48
PHX,02/06/2018,PHX @ LAL,L,239,93,36,94,38.3,8,29,27.6,13,23,56.5,16,32,48,24,4,4,11,18,-19
PHX,02/04/2018,PHX vs. CHA,L,241,110,41,77,53.2,15,29,51.7,13,13,100,2,37,39,24,4,4,19,25,-5
PHX,02/02/2018,PHX vs. UTA,L,238,97,36,87,41.4,9,33,27.3,16,19,84.2,6,26,32,19,7,5,12,25,-32
PHX,01/31/2018,PHX vs. DAL,W,240,102,40,83,48.2,11,30,36.7,11,15,73.3,8,39,47,23,9,3,17,29,14
PHX,01/29/2018,PHX @ MEM,L,239,109,38,82,46.3,7,23,30.4,26,36,72.2,15,22,37,20,11,2,19,20,-11
PHX,01/28/2018,PHX @ HOU,L,240,102,36,85,42.4,8,33,24.2,22,26,84.6,7,36,43,17,7,2,12,29,-11
PHX,01/26/2018,PHX vs. NYK,L,240,85,33,94,35.1,11,33,33.3,8,13,61.5,12,30,42,15,6,3,14,24,-22
PHX,01/24/2018,PHX @ IND,L,239,101,35,84,41.7,9,35,25.7,22,29,75.9,10,32,42,22,3,2,16,26,-15
PHX,01/22/2018,PHX @ MIL,L,240,105,39,79,49.4,9,26,34.6,18,20,90,9,25,34,31,12,2,21,26,-4
PHX,01/19/2018,PHX @ DEN,W,241,108,40,81,49.4,14,33,42.4,14,20,70,4,33,37,28,9,6,11,21,8
PHX,01/16/2018,PHX @ POR,L,240,111,37,89,41.6,16,41,39,21,22,95.5,12,31,43,21,6,3,13,15,-7
PHX,01/14/2018,PHX vs. IND,L,239,97,35,85,41.2,9,37,24.3,18,24,75,14,31,45,20,2,1,12,16,-23
PHX,01/12/2018,PHX vs. HOU,L,240,95,37,80,46.3,14,33,42.4,7,9,77.8,4,34,38,27,5,3,19,19,-17
PHX,01/07/2018,PHX vs. OKC,W,241,114,39,88,44.3,17,39,43.6,19,23,82.6,12,31,43,24,6,6,7,19,14
PHX,01/05/2018,PHX @ SAS,L,240,89,35,83,42.2,7,30,23.3,12,18,66.7,9,37,46,22,11,2,23,23,-14
PHX,01/03/2018,PHX @ DEN,L,242,111,39,92,42.4,13,35,37.1,20,28,71.4,14,21,35,26,12,1,12,18,-23
PHX,01/02/2018,PHX vs. ATL,W,240,104,39,77,50.6,7,22,31.8,19,26,73.1,11,36,47,24,7,4,21,22,1
PHX,12/31/2017,PHX vs. PHI,L,240,110,37,88,42,10,27,37,26,34,76.5,12,23,35,18,9,4,16,29,-13
PHX,12/29/2017,PHX @ SAC,W,240,111,41,85,48.2,13,30,43.3,16,24,66.7,16,31,47,26,5,5,10,19,10
PHX,12/26/2017,PHX vs. MEM,W,240,99,32,72,44.4,8,22,36.4,27,35,77.1,6,35,41,24,5,5,19,29,2
PHX,12/23/2017,PHX vs. MIN,L,239,106,40,86,46.5,11,32,34.4,15,24,62.5,9,27,36,24,5,4,13,22,-9
PHX,12/21/2017,PHX vs. MEM,W,240,97,33,81,40.7,10,26,38.5,21,27,77.8,12,32,44,21,4,1,10,17,2
PHX,12/20/2017,PHX @ LAC,L,240,95,35,97,36.1,8,35,22.9,17,19,89.5,14,36,50,22,3,3,10,25,-13
PHX,12/18/2017,PHX @ DAL,W,241,97,35,79,44.3,10,25,40,17,22,77.3,7,42,49,17,9,6,18,25,6
PHX,12/16/2017,PHX @ MIN,W,241,108,33,72,45.8,11,24,45.8,31,35,88.6,13,39,52,22,4,3,23,21,5
PHX,12/13/2017,PHX vs. TOR,L,240,109,37,83,44.6,8,24,33.3,27,34,79.4,10,31,41,20,3,9,11,24,-6
PHX,12/12/2017,PHX @ SAC,L,241,92,37,90,41.1,7,32,21.9,11,14,78.6,13,32,45,22,5,4,12,18,-7
PHX,12/09/2017,PHX vs. SAS,L,239,101,35,80,43.8,7,25,28,24,30,80,10,30,40,11,4,1,10,21,-3
PHX,12/07/2017,PHX vs. WAS,L,240,99,36,78,46.2,7,23,30.4,20,28,71.4,10,32,42,22,5,5,13,21,-10
PHX,12/05/2017,PHX @ TOR,L,239,113,37,75,49.3,9,24,37.5,30,38,78.9,0,35,35,23,7,4,17,24,-13
PHX,12/04/2017,PHX @ PHI,W,239,115,44,91,48.4,10,22,45.5,17,22,77.3,15,31,46,25,10,9,11,14,14
PHX,12/02/2017,PHX @ BOS,L,239,111,48,101,47.5,7,24,29.2,8,11,72.7,16,31,47,24,8,1,10,19,-5
PHX,11/29/2017,PHX @ DET,L,241,107,39,84,46.4,7,22,31.8,22,28,78.6,8,29,37,21,11,4,19,19,-24
PHX,11/28/2017,PHX @ CHI,W,240,104,38,87,43.7,11,30,36.7,17,23,73.9,13,44,57,25,4,4,15,12,5
PHX,11/26/2017,PHX @ MIN,L,239,108,43,85,50.6,13,26,50,9,12,75,11,26,37,25,6,1,15,20,-11
PHX,11/24/2017,PHX vs. NOP,L,240,91,37,94,39.4,2,20,10,15,18,83.3,15,33,48,12,9,6,16,18,-24
PHX,11/22/2017,PHX vs. MIL,L,265,107,37,93,39.8,7,22,31.8,26,33,78.8,22,38,60,15,7,9,29,26,-6
PHX,11/19/2017,PHX vs. CHI,W,239,113,45,89,50.6,7,27,25.9,16,22,72.7,9,39,48,32,5,4,12,16,8
PHX,11/17/2017,PHX @ LAL,W,241,122,48,103,46.6,13,32,40.6,13,19,68.4,9,35,44,28,10,5,13,22,9
PHX,11/16/2017,PHX vs. HOU,L,241,116,47,104,45.2,10,30,33.3,12,21,57.1,16,31,47,28,9,5,14,22,-26
PHX,11/13/2017,PHX vs. LAL,L,240,93,37,95,38.9,7,26,26.9,12,20,60,11,43,54,15,6,4,15,17,-7
PHX,11/11/2017,PHX vs. MIN,W,242,118,46,86,53.5,10,26,38.5,16,24,66.7,7,39,46,21,4,10,18,25,8
PHX,11/10/2017,PHX vs. ORL,L,242,112,44,94,46.8,5,24,20.8,19,25,76,12,28,40,13,8,5,15,29,-16
PHX,11/08/2017,PHX vs. MIA,L,239,115,40,88,45.5,12,29,41.4,23,30,76.7,6,28,34,20,4,2,11,29,-11
PHX,11/06/2017,PHX vs. BKN,L,240,92,30,86,34.9,6,25,24,26,35,74.3,14,38,52,13,8,7,17,29,-6
PHX,11/05/2017,PHX @ SAS,L,240,95,37,81,45.7,8,23,34.8,13,22,59.1,11,34,45,23,5,4,18,16,-17
PHX,11/03/2017,PHX @ NYK,L,240,107,34,97,35.1,9,32,28.1,30,37,81.1,20,27,47,17,7,3,10,25,-13
PHX,11/01/2017,PHX @ WAS,W,241,122,41,83,49.4,9,24,37.5,31,38,81.6,11,34,45,23,5,5,9,24,6
PHX,10/31/2017,PHX @ BKN,W,239,122,45,96,46.9,10,22,45.5,22,24,91.7,10,56,66,18,5,5,18,26,8
PHX,10/28/2017,PHX @ POR,L,240,107,37,87,42.5,9,26,34.6,24,30,80,12,34,46,21,12,7,17,23,-7
PHX,10/25/2017,PHX vs. UTA,W,240,97,42,96,43.8,6,19,31.6,7,9,77.8,16,39,55,18,8,5,16,25,9
PHX,10/23/2017,PHX vs. SAC,W,240,117,42,77,54.5,10,30,33.3,23,27,85.2,6,39,45,20,6,5,20,25,2
PHX,10/21/2017,PHX @ LAC,L,241,88,27,71,38,6,24,25,28,38,73.7,4,32,36,19,8,3,19,27,-42
PHX,10/20/2017,PHX vs. LAL,L,239,130,45,92,48.9,14,29,48.3,26,38,68.4,10,40,50,17,8,9,19,25,-2
